QUEST_UNUSED_20150317_000001	なるほど、パードナーマスターへの道だな。武運を祈る！
QUEST_UNUSED_20151028_001903	参拝を終えました。クリヴィスマスターに報告してください。
QUEST_UNUSED_20151028_001904	薬を作る薬草を集める
QUEST_UNUSED_20151028_001905	プリーストサブマスターから、薬の材料としてカルーの森とクニドスの森、そしてダダンの森で薬用ヨモギ、止血草、月見花を集めてほしいと頼まれました。
QUEST_UNUSED_20151028_001906	指示された薬草を揃えました。プリーストサブマスターに届けてください。
QUEST_UNUSED_20151028_001907	カルーの森で%s収集
QUEST_UNUSED_20151028_001908	クニドスの森で%s収集
QUEST_UNUSED_20151028_001909	ダダンの森で%s収集
QUEST_UNUSED_20151028_001910	ボコルサブマスターと話す
QUEST_UNUSED_20151028_001911	オルシャでボコルサブマスターと話してください。
QUEST_UNUSED_20151028_001912	材料を集めてボコル人形を製造
QUEST_UNUSED_20151028_001913	ボコル人形を作るための製造書をもらいました。ボコル人形を作ってください。
QUEST_UNUSED_20151028_001914	ボコルサブマスターに報告
QUEST_UNUSED_20151028_001915	人形を作るのに成功しました。ボコルサブマスターに報告してください。
QUEST_UNUSED_20151028_001916	創作には道具が必要[ティルトルビー転職]
QUEST_UNUSED_20151028_001917	ティルトルビーサブマスターと話す
QUEST_UNUSED_20151028_001918	重ね橋の森でティルトルビーサブマスターと話してください。
QUEST_UNUSED_20151028_001919	ティルトルビーサブマスターの頼みを伝えるためにオルシャの鍛冶屋を訪ねてください。
QUEST_UNUSED_20151028_001920	オルシャの鍛冶屋と話して必要な材料を尋ねてください
QUEST_UNUSED_20151028_001921	ダダンの森のグルーマーから金属の塊を集める
QUEST_UNUSED_20151028_001922	ダダンの森のグルーマーを倒して金属の塊を集めた
QUEST_UNUSED_20151028_001923	オルシャの鍛冶屋に届ける
QUEST_UNUSED_20151028_001924	金属の塊を集めました。オルシャの鍛冶屋に届けてください。
QUEST_UNUSED_20151028_001925	グルーマーから%s収集
QUEST_UNUSED_20151028_001926	オルシャの鍛冶屋と話して彫刻用のノミを受け取ってください。
QUEST_UNUSED_20151028_001927	ティルトルビーサブマスターにノミを届ける
QUEST_UNUSED_20151028_001928	彫刻用のノミをティルトルビーサブマスターに届けてください。
QUEST_UNUSED_20151028_001929	ティルトルビーサブマスターに%sを届ける
QUEST_UNUSED_20151028_001930	ハイランダーのスキルでどれでもモンスター退治
QUEST_UNUSED_20151028_001931	ハイランダーサブマスターはあなたがハイランダーのスキルをどれだけ磨いたのかを確認したがっています。どのモンスターでも構わないので、ハイランダーのスキルで退治してください。 この課題は一人で遂行しなければなりません。
QUEST_UNUSED_20151028_001932	スキルを思いっきり使ってみました。ハイランダーサブマスターに報告してください。
QUEST_UNUSED_20151028_001933	カロリスの泉のチャッパーリション退治
QUEST_UNUSED_20151028_001934	ペルタストサブマスターは試験に合格すれば真のペルタストへの道を開いてくれるそうです。カロリスの泉でチャッパーリションを退治してください。
QUEST_UNUSED_20151028_001935	チャッパーリションを退治するのに成功しました。ペルタストサブマスターに報告してください。
QUEST_UNUSED_20151028_001936	ノヴァハ別館のスパルナスマン退治
QUEST_UNUSED_20151028_001937	ホプライトは昔逃がしたスパルナスマンがまた現れたと言います。ノヴァハ別館でスパルナスマンを退治し、マスターの折れた槍先を取って来てください。
QUEST_UNUSED_20151028_001938	マスターの折れた槍先を見つけました。ホプライトマスターに返しましょう。
QUEST_UNUSED_20151028_001939	スパルナスマンから%s獲得
QUEST_UNUSED_20151028_001940	基本状態でペレトリーの丘のモンスター退治
QUEST_UNUSED_20151028_001941	バーバリアンサブマスターは、基本攻撃やバーバリアンのスキルだけでペレトリーの丘のモンスターを片付けてみなさいと言います。この課題はただ一人で解決しなければなりません。
QUEST_UNUSED_20151028_001942	バーバリアンサブマスターの課題を終えたようです。彼に報告してください。
QUEST_UNUSED_20151028_001943	オルシャでロデレロマスターと話してください。
QUEST_UNUSED_20151028_001944	ロデレロマスターは4段階程度に強化した盾を持って来いと言います。盾系装備を強化してロデレロマスターに認めてもらいましょう。
QUEST_UNUSED_20151028_001945	オルシャでカタフラクトマスターと話してください。
QUEST_UNUSED_20151028_001946	ペレトリーの丘のモンスター退治
QUEST_UNUSED_20151028_001947	ビビエタ渓谷にいるスパルナスマンを退治して、カタフラクトサブマスターに実力を証明しましょう。
QUEST_UNUSED_20151028_001948	十分に悪魔型モンスターを倒しました。{nl}カタフラクトマスターに報告してください。
QUEST_UNUSED_20151028_001949	傷ついたモンスターを宝石の力で浄化する
QUEST_UNUSED_20151028_001950	クリヴィスサブマスターは人々を襲うモンスターを退治してほしいと言います。ペレトリーの丘にいるモンスターの体力をある程度削ってからゆらめく水晶を使ってモンスターを浄化し、灰を集めてください。
QUEST_UNUSED_20151028_001951	モンスターの灰を集めました。クリヴィスサブマスターに届けてください。
QUEST_UNUSED_20151028_001952	モンスターを浄化して%s収集
QUEST_UNUSED_20151028_001953	ペレトリーの丘のモンスター退治
QUEST_UNUSED_20151028_001954	プリーストサブマスターはこの地の不浄な者たちはどんどん退治しなければならないと強調します。魔気をまとうペレトリーの丘のモンスターを退治してください。
QUEST_UNUSED_20151028_001955	これならプリーストサブマスターも満足するでしょう。彼女に報告してください。
QUEST_UNUSED_20151028_001956	オルシャにいるボコルサブマスターを訪ねてください。
QUEST_UNUSED_20151028_001957	ボコルサブマスターから、ボスモンスターから手に入るカードを持って来るよう言われました。
QUEST_UNUSED_20151028_001958	ボコルサブマスターにカードを渡す
QUEST_UNUSED_20151028_001959	ボスモンスターカードを手に入れました。ボコルサブマスターにカードを渡してください。
QUEST_UNUSED_20151028_001960	スパルナスマンの角を集める
QUEST_UNUSED_20151028_001961	ティルトルビーサブマスターは彫刻の材料となるスパルナスマンの角が欲しいようです。ワラビ修道院64_2でスパルナスマンを退治し、角を手に入れましょう。
QUEST_UNUSED_20151028_001962	ティルトルビーサブマスターに報告
QUEST_UNUSED_20151028_001963	スパルナスマンの角を手に入れました。ティルトルビーサブマスターに届けてください。
QUEST_UNUSED_20151028_001964	スパルナスマンから%s獲得
QUEST_UNUSED_20151028_001965	オルシャでサドゥーマスターの幽体と話してください。
QUEST_UNUSED_20151028_001966	サドゥーマスターの気を注入したモンスターの霊魂を集める
QUEST_UNUSED_20151028_001967	サドゥーマスターは入門用の課題をくれました。ペレトリーの丘にいるモンスターにサドゥーマスターの気を注入してから退治し、その霊魂を集めてください。この課題は一人で遂行しなければなりません。
QUEST_UNUSED_20151028_001968	
QUEST_UNUSED_20151028_001969	パラディンサブマスターと話す
QUEST_UNUSED_20151028_001970	オルシャでパラディンサブマスターと話してください。
QUEST_UNUSED_20151028_001971	パラディンサブマスターに力を示すため、ペレトリーの丘のモンスターを退治してください。
QUEST_UNUSED_20151028_001972	パラディンサブマスターに報告
QUEST_UNUSED_20151028_001973	相当な数のモンスターを退治しました。パラディンサブマスターに報告してください。
QUEST_UNUSED_20151028_001974	ホプライトたちの折れた槍収集
QUEST_UNUSED_20151028_001975	ホプライトマスターから、先輩ホプライトたちの痕跡を集めるように言われました。アプシメスティー交差路のモンスターと地面から折れた槍の欠片と壊れた鎧を集めてください。
QUEST_UNUSED_20151028_001976	指示されたものを全て集めました。{nl}ホプライトマスターのところに戻ってください。
QUEST_UNUSED_20151028_001977	アプシメスティー交差路のモンスターから%s収集
QUEST_UNUSED_20151028_001978	盾を着用しない状態でアプシメスティー交差路のモンスターを退治
QUEST_UNUSED_20151028_001979	盾を着用しない状態でアプシメスティー交差路のモンスターを倒してください。
QUEST_UNUSED_20151028_001980	盾に頼らなくても強い事を証明できたようです。ロデレロマスターに報告してください。
QUEST_UNUSED_20151028_001981	コンパニオンに乗ってアプシメスティー交差路のモンスター退治
QUEST_UNUSED_20151028_001982	カタフラクトマスターの課題をクリアしないと次の段階に進めないそうです。コンパニオンに乗ったままアプシメスティー交差路のモンスターを倒してください。
QUEST_UNUSED_20151028_001983	課題をクリアしました。カタフラクトマスターに報告してください。
QUEST_UNUSED_20151028_001984	アプシメスティー交差路でモンスター退治
QUEST_UNUSED_20151028_001985	人々を苦しめるモンスターを掃討することがボコルサブマスターの試験だそうです。アプシメスティー交差路で増加したモンスターを倒してください。
